trial_id,trial_path,scenario_key,dataset,perturbation,dataset_type,domain_type,shift_type,num_classes,feature_type,alpha,sigma,grid_size,bilateral_d,sigma_color,sigma_space,gaussian_k,gaussian_sigma,gray_alpha
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0049,Cache/MetaData/trial_0049/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,60,10,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0028,Cache/MetaData/trial_0028/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,50,3.5,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0019,Cache/MetaData/trial_0019/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,20,6.0,7,11,170,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0064,Cache/MetaData/trial_0064/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,150,75,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0045,Cache/MetaData/trial_0045/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,30,40,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0042,Cache/MetaData/trial_0042/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,35,3.5,7,11,30,5,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0016,Cache/MetaData/trial_0016/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,20,1.0,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet__patchshuffle,imagenet,patchshuffle,imagenet_val_flat,id,,1000,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet__patchrotation,imagenet,patchrotation,imagenet_val_flat,id,,1000,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet__localwarp,imagenet,localwarp,imagenet_val_flat,id,,1000,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_200__original,imagenet_200,original,imagenet_val_subset,id,,200,clean,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_200__grayscale,imagenet_200,grayscale,imagenet_val_subset,id,,200,color,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_200__bilateral,imagenet_200,bilateral,imagenet_val_subset,id,,200,texture,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_200__patchshuffle,imagenet_200,patchshuffle,imagenet_val_subset,id,,200,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_200__patchrotation,imagenet_200,patchrotation,imagenet_val_subset,id,,200,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_200__localwarp,imagenet_200,localwarp,imagenet_val_subset,id,,200,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_r__original,imagenet_r,original,imagenet_r,natural_ood,style,200,clean,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_r__grayscale,imagenet_r,grayscale,imagenet_r,natural_ood,style,200,color,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_r__bilateral,imagenet_r,bilateral,imagenet_r,natural_ood,style,200,texture,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_r__patchshuffle,imagenet_r,patchshuffle,imagenet_r,natural_ood,style,200,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_r__patchrotation,imagenet_r,patchrotation,imagenet_r,natural_ood,style,200,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0000,Cache/MetaData/trial_0000/experiment_summary.json,imagenet_r__localwarp,imagenet_r,localwarp,imagenet_r,natural_ood,style,200,shape,0,0.5,7,11,170,75,11,2.0,1.0
trial_0047,Cache/MetaData/trial_0047/experiment_summary.json,imagenet__original,imagenet,original,imagenet_val_flat,id,,1000,clean,35,3.5,7,11,60,3,11,2.0,1.0
trial_0047,Cache/MetaData/trial_0047/experiment_summary.json,imagenet__grayscale,imagenet,grayscale,imagenet_val_flat,id,,1000,color,35,3.5,7,11,60,3,11,2.0,1.0
trial_0047,Cache/MetaData/trial_0047/experiment_summary.json,imagenet__bilateral,imagenet,bilateral,imagenet_val_flat,id,,1000,texture,35,3.5,7,11,60,3,11,2.0,1.0
